time_s,port_radius_m,port_diameter_mm,oxidizer_flux_kg_m2_s,regression_rate_mm_s,fuel_mass_flow_kg_s,oxidizer_mass_flow_kg_s,total_mass_flow_kg_s,of_ratio,temperature_k,cstar_m_per_s,isp_ideal_1atm_s,thrust_n
5.4,0.0250462342049817,50.092468409963395,126.85431992069613,1.4097668757465855,0.039933935563142606,0.25,0.2899339355631426,6.260339645330119,3353.1886352604884,1617.0080782709979,229.89083407844115,653.6441553636313
5.45,0.025116722548769028,50.23344509753806,126.14330329075567,1.4048625767620528,0.03990700959300617,0.25,0.2899070095930062,6.26456360798864,3353.4092615121044,1616.9348391484689,229.88098743906696,653.5554577103682
5.5,0.02518696567760713,50.37393135521426,125.44069029993275,1.4000059127833753,0.039880270345138656,0.25,0.28988027034513864,6.26876392352427,3353.6286526258878,1616.8620100424741,229.87119592439677,653.467342884807
5.550000000000001,0.0252569659732463,50.5139319464926,124.74633000371159,1.3951961275399336,0.0398537153684773,0.25,0.2898537153684773,6.272940871097304,3353.846823182954,1616.7895861126647,229.86145888366948,653.3798034148958
5.6000000000000005,0.025326725779623294,50.65345155924659,124.06007508509505,1.3904324813746245,0.039827342259135395,0.25,0.2898273422591354,6.277094724859685,3354.0637875028224,1616.7175626055305,229.85177567779908,653.2928319703143
5.65,0.025396247403692025,50.79249480738405,123.38178174566842,1.385714250778899,0.03980114865920902,0.25,0.28980114865920903,6.2812257540752165,3354.279559649695,1616.645934852317,229.84214567909453,653.2064213589256
5.7,0.025465533116230968,50.93106623246194,122.71130960058015,1.3810407279435795,0.039775132255620994,0.25,0.289775132255621,6.285334223236182,3354.494153438548,1616.574698267003,229.83256827098785,653.1205645233387
5.75,0.025534585152628148,51.0691703052563,122.04852157727596,1.3764112203248227,0.03974929077900074,0.25,0.28974929077900075,6.289420392176486,3354.7075824410394,1616.5038483443386,229.82304284777038,653.0352545375752
5.800000000000001,0.02560340571364439,51.20681142728878,121.39328381783059,1.3718250502246434,0.03972362200259887,0.25,0.2897236220025989,6.29348451618143,3354.919859991246,1616.433380657942,229.8135688143369,652.950484603841
5.8500000000000005,0.02567199696615562,51.34399393231124,120.7454655847276,1.3672815543854024,0.03969812374123494,0.25,0.28969812374123494,6.297526846094287,3355.1309991912267,1616.3632908584518,229.8041455859371,652.8662480493929
5.9,0.02574036104387489,51.48072208774978,120.10493916994675,1.3627800835977402,0.0396727938502775,0.25,0.2896727938502775,6.301547628419704,3355.3410129164267,1616.2935746717333,229.7947725879347,652.7825383235032
5.95,0.025808500048054777,51.61700009610956,119.47157980722325,1.3583200023214101,0.03964763022465488,0.25,0.2896476302246549,6.305547105424159,3355.549913820922,1616.2242278971373,229.78544925557313,652.6993489945135
6.0,0.02587641604817085,51.7528320963417,118.84526558735047,1.3539006883185294,0.03962263079789607,0.25,0.2896226307978961,6.309525515233451,3355.757714342512,1616.1552464058107,229.7761750337483,652.6166737469778
6.050000000000001,0.025944111082586777,51.88822216517355,118.22587737640299,1.3495215322987608,0.03959779354120007,0.25,0.2895977935412001,6.313483091927434,3355.9644267076687,1616.0866261390513,229.76694937678784,652.5345063788902
6.1000000000000005,0.026011587159201714,52.02317431840343,117.61329873676343,1.345181937575974,0.03957311646253328,0.25,0.28957311646253325,6.317420065632006,3356.1700629363413,1616.018363106716,229.7577717482365,652.4528407989949
6.15,0.026078846256080514,52.15769251216103,117.00741585084045,1.340881319735949,0.039548597605753376,0.25,0.28954859760575336,6.321336662608511,3356.3746348466243,1615.9504533856675,229.7486416206479,652.3716710241746
